Unnamed: 0,pentatonic_id,waste_type,primary_desc,secondary_desc,material,dimensions,values_desc,compound_description,description,source,unit,weight_lbs,weight_ustons,volume_cf,volume_cy
132,BED0056,Furniture,Bed Footboard,,,King,,Bed Footboard; King,Bed Footboard (King),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,45.0,0.0225,,0.0
133,BED0057,Furniture,Bed Footboard,,,Queen,,Bed Footboard; Queen,Bed Footboard (Queen),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,35.0,0.0175,,0.0
134,BED0058,Furniture,Bed Footboard,,,Twin,,Bed Footboard; Twin,Bed Footboard (Twin),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,15.0,0.0075,,0.0
135,BED0059,Furniture,Bed Frame,,Metal,,,Bed Frame; Metal,Bed Frame (Metal),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,25.0,0.0125,,0.0
136,BED0060,Furniture,Bed Headboard,,,Full,,Bed Headboard; Full,Bed Headboard (Full),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,40.0,0.02,,0.0
137,BED0061,Furniture,Bed Headboard,,,King,,Bed Headboard; King,Bed Headboard (King),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,55.0,0.0275,,0.0
138,BED0062,Furniture,Bed Headboard,,,Queen,,Bed Headboard; Queen,Bed Headboard (Queen),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,45.0,0.0225,,0.0
139,BED0063,Furniture,Bed Headboard,,,Twin,,Bed Headboard; Twin,Bed Headboard (Twin),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,20.0,0.01,,0.0
140,BED0064,Furniture,Bed Rails,,,,,Bed Rails,Bed Rails,https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,10.0,0.005,,0.0
141,BED0065,Furniture,Bed base,,,,Double wood; divan; folding; Z bed,"Bed base; double wood, divan, folding, Z bed","Bed base, double wood / divan / folding / Z bed",https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,55.1155,0.02755775,,0.0
142,BED0066,Furniture,Bed base,,Wood,King Size,,Bed base; king-size wood,"Bed base, king-size wood, divan or double metal",https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,66.1386,0.0330693,,0.0
143,BED0067,Furniture,Bed base,,,,Single; wood; divan; folding; Z bed,"Bed base; single wood, divan, folding, Z bed","Bed base, single wood / divan / folding / Z bed",https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,44.0924,0.0220462,,0.0
144,BED0068,Textiles,Bedding; Curtains,,,,,Bedding / Curtains,Bedding / Curtains,https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,11.0231,0.00551155,,0.0
145,BED0069,Furniture,Bedpost,,,,,Bedpost,Bedpost,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,35.0,0.0175,4.999999995,0.185185185
146,BED0070,Furniture,Bedroom Chair,,,,,Bedroom Chair,Bedroom Chair,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,84.0,0.042,11.999999988,0.444444444
147,BED0071,Furniture,Bedside Lamp,,,,,Bedside Lamp; nan,Bedside Lamp,http://www.movingtoolsinc.com/Tools/household-furniture-dimensional-weight-calculator.aspx,EA,105.0,0.0525,15.0,0.555555555555556
148,BED0072,Furniture,Bedside Table,,,,,Bedside Table; nan,Bedside Table,http://www.movingtoolsinc.com/Tools/household-furniture-dimensional-weight-calculator.aspx,EA,105.0,0.0525,15.0,0.555555555555556
149,BED0073,Furniture,Bedside Cupboard; Bedside Table; Bedside Unit,,,,,Bedside cupboard / table / unit,Bedside cupboard / table / unit,https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,33.0693,0.01653465,,0.0
150,BED0074,Furniture,Bedside unit,,,,Cabinet; table,Bedside unit; cabinet or table,"Bedside unit, cabinet or table",https://www.sustainabilityexchange.ac.uk/files/copy_of_furniturereusenetworkaverageweights.xls,EA,30.86468,0.01543234,,0.0
151,BEN0001,Furniture,Bench,,,,,Bench,Bench,https://move.mil/resources/weight-estimator,EA,70.0,0.035,,0.0
152,BEN0002,Furniture,Bench,,,Large,,Bench; Large,Bench (Large),https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,70.0,0.035,9.99999999,0.37037037
153,BEN0003,Furniture,Bench,Piano,,,,Bench; Piano,Bench (Piano),https://move.mil/resources/weight-estimator,EA,35.0,0.0175,,0.0
154,BEN0004,Furniture,Bench,,,Small,,Bench; Small,Bench (Small),https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,35.0,0.0175,4.999999995,0.185185185
155,BEN0005,Furniture,Bench,,Wooden; Wood,,,Bench; Wooden,Bench (Wooden),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,75.0,0.0375,,0.0
156,BEN0006,Furniture,Bench,,,,Kitchen; garden,Bench; kitchen or garden,"Bench, kitchen or garden",https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,66.1386,0.0330693,,0.0
157,BEN0007,Furniture,Bench,,,,Kitchen; garden,Bench; kitchen or garden,"Bench, kitchen or garden, solid wood",https://www.sustainabilityexchange.ac.uk/files/copy_of_furniturereusenetworkaverageweights.xls,EA,66.1386,0.0330693,,0.0
158,BIC0001,Furniture,Bicycle,,,,,Bicycle,Bicycle,https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,25.0,0.0125,,0.0
159,BIC0002,General Solid Waste/ Donations,Bicycle,Adult,,,,Bicycle; adult,"Bicycle, adult",https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,33.0693,0.01653465,,0.0
160,BIK0001,General Solid Waste/ Donations,Bike,,,,,Bike,Bike,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,105.0,0.0525,15.000000012,0.555555556
161,BIK0002,General Solid Waste/ Donations,Bike,Adult,,,,Bike; Adult,Bike (Adult),https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,105.0,0.0525,15.000000012,0.555555556
162,BIK0003,General Solid Waste/ Donations,Bike,Child,,,,Bike; Child,Bike (Child),https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,35.0,0.0175,4.999999995,0.185185185
163,BIK0004,General Solid Waste/ Donations,Bike,Adult,,,,Bike; adult,"Bike, adult",https://www.sustainabilityexchange.ac.uk/files/copy_of_furniturereusenetworkaverageweights.xls,EA,33.0693,0.01653465,,0.0
164,BIK0005,General Solid Waste/ Donations,Bike,Child,,,,Bike; child,"Bike, child",https://www.sustainabilityexchange.ac.uk/files/copy_of_furniturereusenetworkaverageweights.xls,EA,22.0462,0.0110231,,0.0
165,BIR0001,General Solid Waste/ Donations,Bird Bath,,,,,Bird Bath,Bird Bath,https://move.mil/resources/weight-estimator,EA,35.0,0.0175,,0.0
166,BIR0002,General Solid Waste/ Donations,Bird Cage,,,,,Bird Cage,Bird Cage,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,35.0,0.0175,4.999999995,0.185185185
167,BIR0003,General Solid Waste/ Donations,Bird Cage; Bird Stand,,,,,"Bird Cage, Stand",Bird Cage/Stand,https://move.mil/resources/weight-estimator,EA,35.0,0.0175,,0.0
168,BLA0001,General Solid Waste/ Donations,Black Board,,,,,Black Board,Black Board,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,35.0,0.0175,4.999999995,0.185185185
169,BLA0002,General Solid Waste/ Donations,Blanket,,,,,Blanket,Blanket,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,4.40924,0.00220462,,0.0
170,BLA0003,Textiles,Blanket,Towel,,,,Blanket; towel,"Blanket, towel, throw, duvet cover",https://www.sustainabilityexchange.ac.uk/files/copy_of_furniturereusenetworkaverageweights.xls,EA,4.40924,0.00220462,,0.0
171,BLA0004,Furniture,Blanket box,Ottoman,,,,Blanket box; Ottoman,"Blanket box, Ottoman",https://www.sustainabilityexchange.ac.uk/files/copy_of_furniturereusenetworkaverageweights.xls,EA,24.25082,0.01212541,,0.0
172,BLA0005,Furniture,Blanket box,,,,,Blanketbox,Blanketbox,https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,26.45544,0.01322772,,0.0
173,BLE0001,White Goods/ Appliances,Blender,,,,,Blender,Blender,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,15.43234,0.00771617,,0.0
174,BLI0001,General Solid Waste/ Donations,Blinds,Curtains,,,,Blinds; curtains,"Blinds (wood, metal), curtains (thick, lined)",https://www.sustainabilityexchange.ac.uk/files/copy_of_furniturereusenetworkaverageweights.xls,EA,15.43234,0.00771617,,0.0
175,BLI0002,General Solid Waste/ Donations,Blinds,Curtains,,,Light; mid,Blinds; light or mid weight curtains,"Blinds (fabric), light or mid weight curtains",https://www.sustainabilityexchange.ac.uk/files/copy_of_furniturereusenetworkaverageweights.xls,EA,11.0231,0.00551155,,0.0
176,BLI0003,General Solid Waste/ Donations,Blinds,"Shade, window",,,,"Blinds, Shades; per window",Blinds/Shades (per window),https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,21.0,0.0105,2.999999997,0.111111111
177,BOA0001,Industrial Equipment,Boat Trailer,,,350; 350 lb,,Boat Trailer Up To 14 Ft; 350 lb capacity,Boat Trailer Up To 14 Ft (350 lb capacity),https://www.lewis-mcchord.army.mil/jppso/weight_estimator.htm,EA,170.0,0.085,,0.0
178,BOI0001,White Goods/ Appliances,Boiler,,,,,Boiler,Boiler,https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,44.0924,0.0220462,,0.0
179,BOO0001,Furniture,Book Case,,,Large,,Book Case; Large,Book Case (Large),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,100.0,0.05,,0.0
180,BOO0002,Furniture,Book Case,,,Medium,,Book Case; Medium,Book Case (Medium),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,75.0,0.0375,,0.0
181,BOO0003,Furniture,Book Case,,,Small,,Book Case; Small,Book Case (Small),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,25.0,0.0125,,0.0
182,BOO0004,Furniture,Book Case; Wall Unit,,,,,"Book Case, Wall Unit",Book Case/Wall Unit,https://move.mil/resources/weight-estimator,EA,140.0,0.07,,0.0
183,BOO0005,Furniture,Bookcase,,,,,Bookcase,Bookcase,https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,41.88778,0.02094389,,0.0
184,BOO0006,Furniture,Bookcase,Section,,,,Bookcase; per section,Bookcase (per section),http://www.movingtoolsinc.com/Tools/household-furniture-dimensional-weight-calculator.aspx,EA,140.0,0.07,20.0,0.740740740740741
185,BOO0007,Furniture,Bookcase; Shelving Unit,,,,,Bookcase / Shelving Unit,Bookcase / Shelving Unit,https://www.sustainabilityexchange.ac.uk/files/copy_of_furniturereusenetworkaverageweights.xls,EA,46.29702,0.02314851,,0.0
186,BOO0008,Paper/ Cardboard,Books,,,,,Books,Books,https://move.mil/resources/weight-estimator,EA,45.0,0.0225,,0.0
187,BOO0009,Paper/ Cardboard,Books,Encyclopedia Set,,,,Books; Encyclopedia Set,Books (Encyclopedia Set),https://www.lewis-mcchord.army.mil/jppso/weight_estimator.htm,EA,120.0,0.06,,0.0
188,BOO0010,Furniture,Bookshelf,,,,,Bookshelf,Bookshelf,https://www.moverscorp.com/moving_weight_calculator/,EA,140.0,0.07,,0.0
189,BOO0011,Furniture,Bookshelf,Light,,,,Bookshelf; light,Bookshelf (light),https://www.moverscorp.com/moving_weight_calculator/,EA,50.0,0.025,,0.0
190,BOO0012,Furniture,Bookshelf,,,Small,,Bookshelf Small; nan,Bookshelf Small,http://www.movingtoolsinc.com/Tools/household-furniture-dimensional-weight-calculator.aspx,EA,70.0,0.035,10.0,0.37037037037037
191,BOO0013,Furniture,Bookshelves,Sect,,,,Bookshelves; Sect,Bookshelves (Sect),https://move.mil/resources/weight-estimator,EA,35.0,0.0175,,0.0
192,BOO0014,Furniture,Bookshelves,Section,,,,Bookshelves; per section,"Bookshelves, per section",https://transcanadamovers.com/weight-calculator/,EA,65.0,0.0325,9.99999999,0.37037037
193,BOO0015,Textiles,Boots,,,,,Boots,Boots,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,3.30693,0.001653465,,0.0
194,BOU0001,Furniture,Bouncer Seat,,,,,Bouncer Seat,Bouncer Seat,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,35.0,0.0175,4.999999995,0.185185185
195,BOW0001,General Solid Waste/ Donations,Bowling Ball; Bowling Bag,,,,,"Bowling Ball, Bag",Bowling Ball/Bag,https://move.mil/resources/weight-estimator,EA,14.0,0.007,,0.0
196,BOX0001,General Solid Waste/ Donations,Box,Dish Pack,,,,Box; Dish Pack,"Box, Dish Pack",https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,70.0,0.035,9.99999999,0.37037037
197,BOX0002,Furniture,Box Spring,,,,,Box Spring; nan,Box Spring,http://www.movingtoolsinc.com/Tools/household-furniture-dimensional-weight-calculator.aspx,EA,140.0,0.07,20.0,0.740740740740741
198,BOX0003,General Solid Waste/ Donations,Box of Antique,,,,,Box of Antique; nan,Box of Antique,http://www.movingtoolsinc.com/Tools/household-furniture-dimensional-weight-calculator.aspx,EA,42.0,0.021,6.0,0.222222222222222
199,BOX0004,Paper/ Cardboard,Box of Books,,,,,Box of Books; nan,Box of Books,http://www.movingtoolsinc.com/Tools/household-furniture-dimensional-weight-calculator.aspx,EA,14.0,0.007,2.0,0.0740740740740741
200,BOX0005,Electronic Waste,Box of CDs,,,,,Box of CDs; nan,Box of CDs,http://www.movingtoolsinc.com/Tools/household-furniture-dimensional-weight-calculator.aspx,EA,14.0,0.007,2.0,0.0740740740740741
201,BOX0006,General Solid Waste/ Donations,Box of China,,,,,Box of China,Box of China,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,42.0,0.021,5.999999994,0.222222222
202,BOX0007,General Solid Waste/ Donations,Box of China; Box of Glasses,,,,,"Box of China, Glasses",Box of China/Glasses,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,42.0,0.021,5.999999994,0.222222222
203,BOX0008,General Solid Waste/ Donations,Box of Cleaning Products,,,,,Box of Cleaning Products,Box of Cleaning Products,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,42.0,0.021,5.999999994,0.222222222
204,BOX0009,Textiles,Box of Clothes,,,,,Box of Clothes; nan,Box of Clothes,http://www.movingtoolsinc.com/Tools/household-furniture-dimensional-weight-calculator.aspx,EA,42.0,0.021,6.0,0.222222222222222
205,BOX0010,Textiles,Box of Comforters,,,,,Box of Comforters,Box of Comforters,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,42.0,0.021,5.999999994,0.222222222
206,BOX0011,Electronic Waste,"Box of DVDs, Videos",,,,,"Box of DVDs, Videos; nan",Box of DVDs/Videos,http://www.movingtoolsinc.com/Tools/household-furniture-dimensional-weight-calculator.aspx,EA,14.0,0.007,2.0,0.0740740740740741
207,BOX0012,Paper/ Cardboard,Box of Files,,,,,Box of Files,Box of Files,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,14.0,0.007,1.999999998,0.074074074
208,BOX0013,General Solid Waste/ Donations,Box of Foodstuffs,,,,,Box of Foodstuffs,Box of Foodstuffs,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,42.0,0.021,5.999999994,0.222222222
209,BOX0014,General Solid Waste/ Donations,Box of Garden Tools,,,,,Box of Garden Tools,Box of Garden Tools,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,42.0,0.021,5.999999994,0.222222222
210,BOX0015,General Solid Waste/ Donations,Box of Glasses,,,,,Box of Glasses,Box of Glasses,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,42.0,0.021,5.999999994,0.222222222
211,BOX0016,Textiles,Box of Linen; Box of Towels,,,,,"Box of Linen, Towels",Box of Linen/Towels,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,42.0,0.021,5.999999994,0.222222222
212,BOX0017,General Solid Waste/ Donations,Box of Ornaments,,,,,Box of Ornaments; nan,Box of Ornaments,http://www.movingtoolsinc.com/Tools/household-furniture-dimensional-weight-calculator.aspx,EA,42.0,0.021,6.0,0.222222222222222
213,BOX0018,Textiles,Box of Pillows,,,,,Box of Pillows; nan,Box of Pillows,http://www.movingtoolsinc.com/Tools/household-furniture-dimensional-weight-calculator.aspx,EA,42.0,0.021,6.0,0.222222222222222
214,BOX0019,General Solid Waste/ Donations,Box of Pots; Box of Pans,,,,,Box of Pots & Pans,Box of Pots & Pans,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,42.0,0.021,5.999999994,0.222222222
215,BOX0020,Electronic Waste,Box of Records,,,,,Box of Records,Box of Records,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,14.0,0.007,1.999999998,0.074074074
216,BOX0021,Textiles,Box of Shoes,,,,,Box of Shoes; nan,Box of Shoes,http://www.movingtoolsinc.com/Tools/household-furniture-dimensional-weight-calculator.aspx,EA,42.0,0.021,6.0,0.222222222222222
217,BOX0022,General Solid Waste/ Donations,Box of Sports Equipment,,,,,Box of Sports Equipment; nan,Box of Sports Equipment,http://www.movingtoolsinc.com/Tools/household-furniture-dimensional-weight-calculator.aspx,EA,70.0,0.035,10.0,0.37037037037037
218,BOX0023,General Solid Waste/ Donations,Box of Tools,,,,,Box of Tools; nan,Box of Tools,http://www.movingtoolsinc.com/Tools/household-furniture-dimensional-weight-calculator.aspx,EA,42.0,0.021,6.0,0.222222222222222
219,BOX0024,General Solid Waste/ Donations,Box of Toys,,,,,Box of Toys,Box of Toys,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,42.0,0.021,5.999999994,0.222222222
220,BOX0025,General Solid Waste/ Donations,Box of Toys; Box of Games,,,,,"Box of Toys, Games; nan",Box of Toys/Games,http://www.movingtoolsinc.com/Tools/household-furniture-dimensional-weight-calculator.aspx,EA,42.0,0.021,6.0,0.222222222222222
221,BRA0001,Textiles,Bra,,,,,Bra,Bra,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,0.440924,0.000220462,,0.0
222,BRA0002,General Solid Waste/ Donations,Bracelet,,,,,Bracelet,Bracelet,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,0.440924,0.000220462,,0.0
223,BRE0001,Furniture,Breakfast Set,Chairs,,,,Breakfast Set; Chairs,Breakfast Set (Chairs),https://move.mil/resources/weight-estimator,EA,35.0,0.0175,,0.0
224,BRE0002,Furniture,Breakfast Set,Table,,,,Breakfast Set; Table,Breakfast Set (Table),https://move.mil/resources/weight-estimator,EA,70.0,0.035,,0.0
225,BRE0003,Furniture,Breakfront,One piece,,,,Breakfront; One piece,Breakfront (One piece),https://transcanadamovers.com/weight-calculator/,EA,300.0,0.15,59.999999994,2.222222222
226,BRI0001,General Solid Waste/ Donations,Bric-a-Brac,Box,,,,Bric-a-Brac; box,Bric-a-Brac (box),https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,22.0462,0.0110231,,0.0
227,BRI0002,General Solid Waste/ Donations,Bric-a-Brac,Small packet,,,,Bric-a-Brac; small packet,Bric-a-Brac (small packet) ,https://www.sustainabilityexchange.ac.uk/files/copy_of_furniturereusenetworkaverageweights.xls,EA,2.20462,0.00110231,,0.0
228,BRO0001,General Solid Waste/ Donations,Broom,,,,,Broom,Broom,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,7.0,0.0035,0.999999999,0.037037037
229,BUC0001,General Solid Waste/ Donations,Bucket,,,,,Bucket,Bucket,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,14.0,0.007,1.999999998,0.074074074
230,BUF0001,Furniture,Buffet,,,,,Buffet,Buffet,https://move.mil/resources/weight-estimator,EA,210.0,0.105,,0.0
231,BUF0002,Furniture,Buffet,Bottom,,,,Buffet; Bottom,Buffet (Bottom),https://transcanadamovers.com/weight-calculator/,EA,150.0,0.075,29.999999997,1.111111111
232,BUF0003,Furniture,Buffet Base,,,Large,,Buffet Base; Large,Buffet Base (Large),https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,350.0,0.175,50.000000004,1.851851852
233,BUF0004,Furniture,Buffet Base,,,Small,,Buffet Base; Small,Buffet Base (Small),https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,210.0,0.105,29.999999997,1.111111111
